"domain"	"concept"	"source_language"	"source_version"	"modality"	"randomization"	"source_value"	"description"	"target_base"	"target_base_version"	"target_value"	"target_language"	"target_version"	"sync_status"	"tid"	"ttype"
"HVAC"	"HVAC_T_AC-Adjustment"	"en-US"	"1.8.5"	"hints"	"0"	"Make it colder | set to max"				"Make it colder | set to max"	"en-US"	"1.8.5"	"in sync"		
