"domain"	"concept"	"source_language"	"source_version"	"modality"	"randomization"	"source_value"	"description"	"target_base"	"target_base_version"	"target_value"	"target_language"	"target_version"	"sync_status"	"tid"	"ttype"
"Radio"	"RAD_P_Already_Playing_Low_Volume"	"en-US"	"1.3.0"	"tts"	"0"	"Radio is already playing. Try increasing the volume."				"Radio is already playing. Try increasing the volume."	"en-US"	"1.3.0"	"in sync"		
