"domain"	"concept"	"source_language"	"source_version"	"modality"	"randomization"	"source_value"	"description"	"target_base"	"target_base_version"	"target_value"	"target_language"	"target_version"	"sync_status"	"tid"	"ttype"
"Vehicle_Control"	"VEH_T_ADAS_ACC_DistanceRange"	"en-US"	"4.4.3"	"hints"	"0"	"<minimum_distance> | <mean_distance> | <maximum_distance> | Cancel"				"<minimum_distance> | <mean_distance> | <maximum_distance> | Cancel"	"en-US"	"4.4.3"	"in sync"		
