"domain"	"concept"	"source_language"	"source_version"	"modality"	"randomization"	"source_value"	"description"	"target_base"	"target_base_version"	"target_value"	"target_language"	"target_version"	"sync_status"	"tid"	"ttype"
"Weather"	"WEA_T_TemperatureUnit-Set_WhichOne"	"en-US"	"1.2.0"	"hints"	"0"	"Celsius | Fahrenheit"				"Celsius | Fahrenheit"	"en-US"	"1.2.0"	"in sync"		
