"domain"	"concept"	"source_language"	"source_version"	"modality"	"randomization"	"source_value"	"description"	"target_base"	"target_base_version"	"target_value"	"target_language"	"target_version"	"sync_status"	"tid"	"ttype"
"Media"	"MED_T_Album_And_Artist"	"en-US"	"4.3.4"	"hints"	"0"	"<media_hints-PIPE>"				"<media_hints-PIPE>"	"en-US"	"4.3.4"	"in sync"		
