"domain"	"concept"	"source_language"	"source_version"	"modality"	"randomization"	"source_value"	"description"	"target_base"	"target_base_version"	"target_value"	"target_language"	"target_version"	"sync_status"	"tid"	"ttype"
"NEWS"	"NEWS_T_ResultList_MultiplePages_Last"	"en-US"	"1.0.0"	"hints"	"0"	"Number 1 | Play it | Previous page"				"Number 1 | Play it | Previous page"	"en-US"	"1.0.0"	"in sync"		
